date,requestMessage,from,to,uuid,conversation_uuid,status,direction,timestamp,start_time,end_time,duration,rate,price,network,timed_out,dtmf,press1_message_sent,intro_sent_datetime,last_response_sent,encoded_id
7/12/2019 11:36,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12013771480,12013775906,Missing,CON-6eae6fae-1a6e-4aab-ab29-a7fcad10e486,-,-,2019-07-12T17:36:49.470Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 11:39,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,19732468401,12019030814,793bfd67a6d8dcfe0450f09f49c1a18d,CON-24585382-0d8d-4c17-86cd-ae84a3dd73e7,ringing,inbound,2019-07-12T17:39:57.500Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:39,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,19732468401,12019030814,793bfd67a6d8dcfe0450f09f49c1a18d,CON-24585382-0d8d-4c17-86cd-ae84a3dd73e7,started,inbound,2019-07-12T17:39:57.500Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:39,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:39,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:39,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,19732468401,12019030814,793bfd67a6d8dcfe0450f09f49c1a18d,CON-24585382-0d8d-4c17-86cd-ae84a3dd73e7,answered,inbound,2019-07-12T17:39:57.876Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 11:39,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:40,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,19732468401,12019030814,793bfd67a6d8dcfe0450f09f49c1a18d,CON-24585382-0d8d-4c17-86cd-ae84a3dd73e7,completed,inbound,2019-07-12T17:40:09.259Z,2019-07-12T17:39:57.000Z,2019-07-12T17:40:09.000Z,12,0.0045,0.0009,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 11:40,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 11:40,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:40,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:40,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,19732468401,12019030814,Missing,CON-24585382-0d8d-4c17-86cd-ae84a3dd73e7,-,-,2019-07-12T17:40:19.301Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 11:52,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17179980788,12018295456,fe1dc62698351cf382dcf426a822bcf3,CON-a3f832cc-e56a-4329-8071-5b3c3a14524f,ringing,inbound,2019-07-12T17:52:55.976Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:52,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17179980788,12018295456,fe1dc62698351cf382dcf426a822bcf3,CON-a3f832cc-e56a-4329-8071-5b3c3a14524f,started,inbound,2019-07-12T17:52:55.976Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:52,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:52,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:52,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17179980788,12018295456,fe1dc62698351cf382dcf426a822bcf3,CON-a3f832cc-e56a-4329-8071-5b3c3a14524f,answered,inbound,2019-07-12T17:52:56.376Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 11:52,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:53,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17179980788,12018295456,fe1dc62698351cf382dcf426a822bcf3,CON-a3f832cc-e56a-4329-8071-5b3c3a14524f,completed,inbound,2019-07-12T17:53:05.675Z,2019-07-12T17:52:56.000Z,2019-07-12T17:53:06.000Z,10,0.0045,0.00075,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 11:53,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:53,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 11:53,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:53,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17179980788,12018295456,Missing,CON-a3f832cc-e56a-4329-8071-5b3c3a14524f,-,-,2019-07-12T17:53:15.731Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 11:54,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019038351,12019030814,d5b81fe2315cf717703cde622313ded6,CON-02219a6c-f24a-433e-b200-98eb03d164a9,started,inbound,2019-07-12T17:54:56.443Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:54,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019038351,12019030814,d5b81fe2315cf717703cde622313ded6,CON-02219a6c-f24a-433e-b200-98eb03d164a9,ringing,inbound,2019-07-12T17:54:56.443Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 11:54,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:54,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:54,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019038351,12019030814,d5b81fe2315cf717703cde622313ded6,CON-02219a6c-f24a-433e-b200-98eb03d164a9,answered,inbound,2019-07-12T17:54:56.785Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 11:54,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:55,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 11:55,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019038351,12019030814,d5b81fe2315cf717703cde622313ded6,CON-02219a6c-f24a-433e-b200-98eb03d164a9,completed,inbound,2019-07-12T17:55:07.818Z,2019-07-12T17:54:56.000Z,2019-07-12T17:55:08.000Z,12,0.0045,0.0009,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 11:55,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 11:55,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 11:55,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019038351,12019030814,Missing,CON-02219a6c-f24a-433e-b200-98eb03d164a9,-,-,2019-07-12T17:55:17.881Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 12:21,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019032872,12019030814,70cb87223df8e9622a2778c8cfc39d55,CON-9f0d606a-72bd-42e8-bb6b-b7836a2710a6,ringing,inbound,2019-07-12T18:21:51.897Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 12:21,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 12:21,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019032872,12019030814,70cb87223df8e9622a2778c8cfc39d55,CON-9f0d606a-72bd-42e8-bb6b-b7836a2710a6,started,inbound,2019-07-12T18:21:51.897Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 12:21,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 12:21,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019032872,12019030814,70cb87223df8e9622a2778c8cfc39d55,CON-9f0d606a-72bd-42e8-bb6b-b7836a2710a6,answered,inbound,2019-07-12T18:21:52.377Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 12:21,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 12:21,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019032872,12019030814,70cb87223df8e9622a2778c8cfc39d55,CON-9f0d606a-72bd-42e8-bb6b-b7836a2710a6,completed,inbound,2019-07-12T18:21:56.150Z,2019-07-12T18:21:52.000Z,2019-07-12T18:21:56.000Z,4,0.0045,0.0003,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 12:21,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/12/2019 12:21,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 12:21,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 12:22,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019032872,12019030814,Missing,CON-9f0d606a-72bd-42e8-bb6b-b7836a2710a6,-,-,2019-07-12T18:22:06.197Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,15096073555,12017784617,6ff683740e34a445424ee46c8a521da1,CON-56f020c6-3890-467c-9a13-79706add9d22,ringing,inbound,2019-07-13T00:35:32.389Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,15096073555,12017784617,6ff683740e34a445424ee46c8a521da1,CON-56f020c6-3890-467c-9a13-79706add9d22,started,inbound,2019-07-13T00:35:32.389Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 18:35,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,15096073555,12017784617,6ff683740e34a445424ee46c8a521da1,CON-56f020c6-3890-467c-9a13-79706add9d22,answered,inbound,2019-07-13T00:35:32.849Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 18:35,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,15096073555,12017784617,6ff683740e34a445424ee46c8a521da1,CON-56f020c6-3890-467c-9a13-79706add9d22,completed,inbound,2019-07-13T00:35:35.453Z,2019-07-13T00:35:32.000Z,2019-07-13T00:35:35.000Z,3,0.0045,0.000225,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 18:35,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 18:35,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,15096073555,12017784617,Missing,CON-56f020c6-3890-467c-9a13-79706add9d22,-,-,2019-07-13T00:35:45.508Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/12/2019 19:08,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12407028605,12018628545,07cc4591f2c6406f63b8fee5b52aac52,CON-6c6e4c57-f8ee-4796-a2b3-df9c8c3e89ce,ringing,inbound,2019-07-13T01:08:55.421Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 19:08,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12407028605,12018628545,07cc4591f2c6406f63b8fee5b52aac52,CON-6c6e4c57-f8ee-4796-a2b3-df9c8c3e89ce,started,inbound,2019-07-13T01:08:55.421Z,-,-,-,-,-,-,-,-,-,-,-,-
7/12/2019 19:08,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 19:08,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 19:08,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12407028605,12018628545,07cc4591f2c6406f63b8fee5b52aac52,CON-6c6e4c57-f8ee-4796-a2b3-df9c8c3e89ce,answered,inbound,2019-07-13T01:08:55.799Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/12/2019 19:08,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 19:09,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12407028605,12018628545,07cc4591f2c6406f63b8fee5b52aac52,CON-6c6e4c57-f8ee-4796-a2b3-df9c8c3e89ce,completed,inbound,2019-07-13T01:09:06.510Z,2019-07-13T01:08:55.000Z,2019-07-13T01:09:06.000Z,11,0.0045,0.000825,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/12/2019 19:09,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/12/2019 19:09,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/12/2019 19:09,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 2:07,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12014464429,12013400870,35aa810ef3eef77441c45a003a55445e,CON-f1d047d1-8d41-4e34-bf96-da1a1a656193,ringing,inbound,2019-07-13T08:07:53.234Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 2:07,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12014464429,12013400870,35aa810ef3eef77441c45a003a55445e,CON-f1d047d1-8d41-4e34-bf96-da1a1a656193,started,inbound,2019-07-13T08:07:53.234Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 2:07,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 2:07,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 2:07,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12014464429,12013400870,35aa810ef3eef77441c45a003a55445e,CON-f1d047d1-8d41-4e34-bf96-da1a1a656193,completed,inbound,2019-07-13T08:07:53.593Z,Missing,-,0,0.0045,0,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/13/2019 2:07,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 2:07,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/13/2019 2:07,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,1e7562dc945772eb155c5cea76e548c6,CON-29bcb593-0ff5-43ef-98a5-4c3ea3790f6a,started,inbound,2019-07-13T13:30:10.063Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,1e7562dc945772eb155c5cea76e548c6,CON-29bcb593-0ff5-43ef-98a5-4c3ea3790f6a,ringing,inbound,2019-07-13T13:30:10.063Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,1e7562dc945772eb155c5cea76e548c6,CON-29bcb593-0ff5-43ef-98a5-4c3ea3790f6a,answered,inbound,2019-07-13T13:30:10.581Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,72180a58303427e8e4ab0fdd83884baa,CON-21723260-d917-4025-a1f7-d69827be88b7,started,inbound,2019-07-13T13:30:12.610Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,72180a58303427e8e4ab0fdd83884baa,CON-21723260-d917-4025-a1f7-d69827be88b7,ringing,inbound,2019-07-13T13:30:12.610Z,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,72180a58303427e8e4ab0fdd83884baa,CON-21723260-d917-4025-a1f7-d69827be88b7,answered,inbound,2019-07-13T13:30:13.069Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,72180a58303427e8e4ab0fdd83884baa,CON-21723260-d917-4025-a1f7-d69827be88b7,completed,inbound,2019-07-13T13:30:17.868Z,2019-07-13T13:30:13.000Z,2019-07-13T13:30:18.000Z,5,0.0045,0.000375,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,1e7562dc945772eb155c5cea76e548c6,CON-29bcb593-0ff5-43ef-98a5-4c3ea3790f6a,completed,inbound,2019-07-13T13:30:41.030Z,2019-07-13T13:30:10.000Z,2019-07-13T13:30:41.000Z,31,0.0045,0.002325,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/13/2019 7:30,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,Missing,CON-29bcb593-0ff5-43ef-98a5-4c3ea3790f6a,-,-,2019-07-13T13:30:51.080Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/14/2019 10:59,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,968eb4a893f9b93ed6c20e29d041ea2b,CON-e24d08b5-729b-4e79-a0d2-61c21c93ccf8,started,inbound,2019-07-14T16:58:59.385Z,-,-,-,-,-,-,-,-,-,-,-,-
7/14/2019 10:59,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,968eb4a893f9b93ed6c20e29d041ea2b,CON-e24d08b5-729b-4e79-a0d2-61c21c93ccf8,ringing,inbound,2019-07-14T16:58:59.385Z,-,-,-,-,-,-,-,-,-,-,-,-
7/14/2019 10:59,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/14/2019 10:59,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/14/2019 10:59,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,968eb4a893f9b93ed6c20e29d041ea2b,CON-e24d08b5-729b-4e79-a0d2-61c21c93ccf8,answered,inbound,2019-07-14T16:59:06.798Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/14/2019 10:59,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/14/2019 10:59,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,17326986995,12018577643,968eb4a893f9b93ed6c20e29d041ea2b,CON-e24d08b5-729b-4e79-a0d2-61c21c93ccf8,completed,inbound,2019-07-14T16:59:07.800Z,2019-07-14T16:59:06.000Z,2019-07-14T16:59:08.000Z,2,0.0045,0.00015,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/14/2019 10:59,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/14/2019 10:59,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/14/2019 10:59,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,started,inbound,2019-07-15T13:13:02.358Z,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,ringing,inbound,2019-07-15T13:13:02.358Z,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,answered,inbound,2019-07-15T13:13:04.694Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,ringing,inbound,2019-07-15T13:13:02.358Z,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,started,inbound,2019-07-15T13:13:02.358Z,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,answered,inbound,2019-07-15T13:13:04.694Z,Missing,-,-,Missing,-,Missing,-,-,-,-,-,-
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,4ec0f7b6ea3bbbc95895d18ac9629e80,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,completed,inbound,2019-07-15T13:13:15.479Z,2019-07-15T13:13:04.000Z,2019-07-15T13:13:15.000Z,11,0.0045,0.000825,US-VIRTUAL-BANDWIDTH,-,-,-,-,-,-
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID 1420!,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED:,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/15/2019 7:13,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12019031104,12019030814,Missing,CON-3655bbd7-0a18-4726-a1c9-d30b39e37666,-,-,2019-07-15T13:13:25.514Z,-,-,-,-,-,-,1,Missing,-,-,-,-
7/15/2019 10:48,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12627640946,12018994583,9b1abe02daa242c965c6e555e1c18b47,CON-644d4923-cd18-40b4-bfda-75406ccf7a72,started,inbound,2019-07-15T16:48:29.502Z,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2019 10:48,VOICE CALL RECEIVED TO FUNNEL ID !,,,,,,,,,,,,,,,,,,,
7/15/2019 10:48,NEW INCOMING REQUEST VARIABLES RECEIVED: Array,12627640946,12018994583,9b1abe02daa242c965c6e555e1c18b47,CON-644d4923-cd18-40b4-bfda-75406ccf7a72,ringing,inbound,2019-07-15T16:48:29.502Z,-,-,-,-,-,-,-,-,-,-,-,-
